date,url,rating,user,opinion
on 7 May 2018,/gp/customer-reviews/R3ACQ7Y4R0Y0AW?ASIN=B01DDP7D6W,3.0,chaitanya R.,Not Bad in this price range
on 10 September 2018,/gp/customer-reviews/RUFJJ3SN60ZDT?ASIN=B01DDP7D6W,5.0,Vinod Aggarwal,good
on 13 July 2017,/gp/customer-reviews/R3QIK9V9N67I6F?ASIN=B01DDP7D6W,4.0,Amazon Customer,working properlyso far no problemworth for the cost
on 14 October 2017,/gp/customer-reviews/R4E0QC4OHUXIV?ASIN=B01DDP7D6W,3.0,Amazon Customer,After a week we noticed that headphones were not working for the given mobile. There was a problem with the slot
date,url,rating,user,opinion
on 26 May 2018,/gp/customer-reviews/R2P7HODZ9SS16C?ASIN=B01DDP7D6W,5.0,sai kishore,the moblie phone is osamm and very good but is will hanggg to much
on 14 May 2018,/gp/customer-reviews/R3CJ1N6D3T8ZLY?ASIN=B01DDP7D6W,5.0,Sameer Suryakant Pande,"I am using this mobile from last 8 months. Battery Back is really good, No Heating Use, No Hanging problem, Fast Charging. Overall it is niceproduct."
on 11 April 2018,/gp/customer-reviews/R2YSPNDV1M1GIQ?ASIN=B01DDP7D6W,3.0,Ghanshyam singh panwar,Good job
on 31 March 2018,/gp/customer-reviews/R1CHF5SP2DC1GQ?ASIN=B01DDP7D6W,1.0,Mahesh Gadam,"nowadays mobile is not working properly and getting echo sound as well as speakers r not good quality,very poor quality ,within 3 months such condition , how is possible ?"
on 21 July 2017,/gp/customer-reviews/R2E228UY1JRULG?ASIN=B01DDP7D6W,5.0,Amazon Customer,Good  quality products on7 good camera and procesar best battery life
on 19 August 2018,/gp/customer-reviews/R1P6D1DRNJM2I3?ASIN=B01DDP7D6W,1.0,bhushan patil,camera quality is very poor .they give us 13MP but camera performance is 8MP ...Very bad experience.. dont by this  it is cheating by Samsung with us
on 18 July 2018,/gp/customer-reviews/R5U3CZ2Z99RZW?ASIN=B01DDP7D6W,4.0,Kiran sarkar,"I'm facing some problem regarding of display, when I decrease my phone's brightness the display light is dapping. And sometimes hitting problem."
on 21 January 2017,/gp/customer-reviews/RJIDQEHMV8VXC?ASIN=B01DDP7D6W,5.0,Amazon Customer,Phome is awesome...I have been using it for 3 months...nice performance..camera is good...Samsung is made for India...Dont go for chinese smartphones...
on 20 February 2017,/gp/customer-reviews/R128LTU2M8YO1Z?ASIN=B01DDP7D6W,5.0,sugadadas,The item Samsung on 7 pro delivered right in time as usual. The mobile delivered fulfill my expectations.
on 14 August 2017,/gp/customer-reviews/R1F8E7EF8RIVMZ?ASIN=B01DDP7D6W,1.0,Nazia,"2 weeks ago I got this mobile (SAMSUNG On7 pro) my screen is not functioning properly, twice it got hang this morning, very disappointed,now im regretting why did i even buy......DONT PURCHASE IT FROM AMAZON"
date,url,rating,user,opinion
on 29 July 2018,/gp/customer-reviews/R1TWFLDL6B7GOP?ASIN=B01DDP7D6W,2.0,Arpan parnami,Having issue with the part unavailability.You will not get back cover.You will not get screen gaurd.Performance is ok.
on 12 October 2017,/gp/customer-reviews/RSBZTLOPC384H?ASIN=B01DDP7D6W,4.0,ramakrishna.k,"Good product by Amazon,  Packing is exllent."
on 7 March 2018,/gp/customer-reviews/R9VGA018ROS89?ASIN=B01DDP7D6W,5.0,Raja Banerjee,SAMSUNG GALAXY ON 7 MOBILE IS BEST QUALITY
on 21 October 2016,/gp/customer-reviews/R338URKMIHBU0R?ASIN=B01DDP7D6W,4.0,Amitava Sarkar,Product was good and worth the money invested !But could have been better !!
on 5 March 2018,/gp/customer-reviews/RW3E4EBWSYW6O?ASIN=B01DDP7D6W,4.0,BENU GOPAL,"Nice budget phone, overall performance is good and picture quality is very nice.After all, Samsung brand showing why it can be trusted in competitive mobile market."
on 31 July 2018,/gp/customer-reviews/R260HJM0HPUKAT?ASIN=B01DDP7D6W,5.0,Prashant,nice phone
on 27 January 2018,/gp/customer-reviews/R2DD9JR3MRV2XD?ASIN=B01DDP7D6W,5.0,Amazon Customer,i love it
on 2 September 2017,/gp/customer-reviews/R3FO27L783C3FX?ASIN=B01DDP7D6W,5.0,madhumohanan,good samsung mobile
on 2 May 2018,/gp/customer-reviews/RK9PHJOUTG2BX?ASIN=B01DDP7D6W,3.0,akhtar,This price good device
on 30 May 2017,/gp/customer-reviews/R1FKJ6GQS7GTYX?ASIN=B01DDP7D6W,4.0,Amazon Customer,Very good handset
date,url,rating,user,opinion
on 15 November 2016,/gp/customer-reviews/R3REQHT16FORXG?ASIN=B01DDP7D6W,5.0,PANKAJ KUMAR,Very good product... very fast service...  enjoying 4g volte with jio sim... another great experience
on 10 October 2017,/gp/customer-reviews/R2V0ORBNTVHP0J?ASIN=B01DDP7D6W,1.0,puneet,Not worth the price.pathetic
on 22 September 2018,/gp/customer-reviews/R7B13OF8086WK?ASIN=B01DDP7D6W,4.0,Govind Tiwari,Nice phone & excellent battery back up .. @ no prob. at all over the usage of one year ..@
on 7 October 2017,/gp/customer-reviews/R3IJYW2P49UDFO?ASIN=B01DDP7D6W,1.0,KISHORE PANWAR,ITS VERY POOR PRODUCT BECAUSE SO MANY PROBLEMS WE FACED REGARDING THE SAME  LIKE TOO MUCH HEATING PROBLEMS HANGING PROBLEM ETC  I DON'T SUGGEST TO BUY ANY ONEALSO I WANT TO REPLACE IT .
on 14 September 2017,/gp/customer-reviews/R33TV46WS4IBPO?ASIN=B01DDP7D6W,5.0,Santhanakrishnan,Nice product
on 31 January 2018,/gp/customer-reviews/R1UA2U9H5CUO9Z?ASIN=B01DDP7D6W,1.0,Amazon Customer,Kya iske sath headphone ni hai
on 19 December 2016,/gp/customer-reviews/R2NOA6C0LTN8UO?ASIN=B01DDP7D6W,4.0,Amazon Customer,"i bought this phone at 9990 and its truly a gr8 phone in this range, touch is good, battery life is great it lasts for whole day with video and gaming , totally a paisa vasool"
on 27 February 2018,/gp/customer-reviews/RBHESOUTD4HE4?ASIN=B01DDP7D6W,5.0,MILAN MONDAL,At this cost it's the trust of Samsung no 1 brand in world.everything is perfect.
on 20 September 2017,/gp/customer-reviews/RGUBP8OCUBJZ2?ASIN=B01DDP7D6W,4.0,K Jayaprakash,"Good item for that price, no doubt, I have used it for almost 1 month before writing this review."
on 6 August 2018,/gp/customer-reviews/RPDOCHY99SO5N?ASIN=B01DDP7D6W,5.0,Bhagirath Singh Deora,Best choice all over good
date,url,rating,user,opinion
on 18 June 2018,/gp/customer-reviews/R260FWW0E8E89I?ASIN=B01DDP7D6W,4.0,Najeeb Ahsan,Phone is pretty good. 4G LTE is fast. Although battery takes around 3 hours to fully charge. Backup is great. Make sure you don't overload the phone storage
on 26 September 2017,/gp/customer-reviews/R3IIV0XQE5ALX3?ASIN=B01DDP7D6W,2.0,Ajay Singh,13 MP pixel camera not upto mark. Images are dark.I have 8 Mega Pixel camera phone with much better picture quality
on 15 November 2016,/gp/customer-reviews/RTBEBQJO5RACA?ASIN=B01DDP7D6W,4.0,Ashish Safaya,Phone's worth every penny. Charger & phone heat up a lot occasionally. Still need to get it checked from the Servc Ctr.
on 29 June 2017,/gp/customer-reviews/R344JQJBSLXEPR?ASIN=B01DDP7D6W,5.0,Abhijit Chapke,Less price wit perfect features 😎
on 30 July 2017,/gp/customer-reviews/R3S5P80HJ8JLNL?ASIN=B01DDP7D6W,5.0,Tarun,Very good product it has a 720p full hd screen it is 5.5inch and has a memory up to 16 gb and external up to 120gb
on 16 July 2017,/gp/customer-reviews/R2K1017VNS3YD2?ASIN=B01DDP7D6W,1.0,Amazon Customer,ARE ISME EK HI SIM 4G HAIBEBKUF BANATE HAI KI DUAL SIM 4G HAI
on 5 December 2017,/gp/customer-reviews/RGE9MYSVZ6W2P?ASIN=B01DDP7D6W,1.0,vijay,battery drains very fast after few months.
on 15 May 2018,/gp/customer-reviews/R20YTYTK444PIV?ASIN=B01DDP7D6W,5.0,Amazon Customer,"Very good product, camara, battery backup and picture quality also very nice. I am using this mobile so very nice experience thanks to amazon."
on 20 May 2018,/gp/customer-reviews/R2AZCBUV1E8JAM?ASIN=B01DDP7D6W,3.0,Nilay,"Used it for a day. Touch response is not very smooth, but I guess that what comes at this price. Looks good though !"
on 5 October 2018,/gp/customer-reviews/R31VDRFU9373YO?ASIN=B01DDP7D6W,2.0,Rakesh Bala,Not like
date,url,rating,user,opinion
on 22 September 2017,/gp/customer-reviews/R34IKZQBNG3XHX?ASIN=B01DDP7D6W,5.0,Rati A.,Good value for it's cost
on 27 February 2018,/gp/customer-reviews/R8AQ0WUSV33M2?ASIN=B01DDP7D6W,5.0,Amazon Customer,VERY GOOD
on 7 November 2017,/gp/customer-reviews/RMQDH9BMEA1T2?ASIN=B01DDP7D6W,3.0,BHANDARI RAGHUNATH  L,Pl provide printed manual of instructions with set.senior cltizen like me cannot follow instructions from mobile
on 27 October 2017,/gp/customer-reviews/R3DDZ1PH3R0H2I?ASIN=B01DDP7D6W,3.0,Kvg,"The mobile take 25 to 100 charging time 3&1/2hours.the screen  always blinking, no screen cast option.disappointed"
on 21 February 2018,/gp/customer-reviews/R24MTRUR9R961Z?ASIN=B01DDP7D6W,3.0,kanon,Just about fine. Expensive
on 14 October 2016,/gp/customer-reviews/R10YO0RXRLKAH0?ASIN=B01DDP7D6W,5.0,DivyaBieber,"Nice phone. Wide screen. Smooth. But, like all samsung phones, this phone also has problems with google play store. It just wouldn't open when connected to wifi."
on 24 November 2017,/gp/customer-reviews/RWRH1W7BMY5FP?ASIN=B01DDP7D6W,5.0,Sushil kumar singh,This product is very nice I like..
on 31 May 2017,/gp/customer-reviews/RX91W3XMRINQN?ASIN=B01DDP7D6W,4.0,Amazon Customer,Very delicate but ok
on 23 May 2018,/gp/customer-reviews/R2WTPSLVXOAKAM?ASIN=B01DDP7D6W,2.0,NITIN,not update in new version & problem device hot while charging
on 9 October 2017,/gp/customer-reviews/RYMX66VDAY6IZ?ASIN=B01DDP7D6W,5.0,Amazon Customer,good mobile but product packing un satiesfied ok
date,url,rating,user,opinion
on 16 September 2017,/gp/customer-reviews/R12KDJQ1ECT5XT?ASIN=B01DDP7D6W,5.0,Shivaji,1 year of use without any problem.. still looks and feels like new... Thanx to samsung
on 25 March 2017,/gp/customer-reviews/R2Y3FWZ2HF36VV?ASIN=B01DDP7D6W,4.0,Sahayam george,This phone has no multi-touch....it has faded gold....other wise it's good
on 10 October 2017,/gp/customer-reviews/R3HMLZLINWG2IA?ASIN=B01DDP7D6W,5.0,Diwan chand,THIS PHONE IS VERY STYLIST LOOKING AND THE PHONE HAS BETTER PERFORMANCE AND I AM HAPPY AFTER BUY THIS PHONE.
on 7 September 2016,/gp/customer-reviews/R1OADNJO5BY8OY?ASIN=B01DDP7D6W,5.0,Arunraj,Good mobile at reliable cost.
on 14 November 2017,/gp/customer-reviews/RM0OYZKBBMF26?ASIN=B01DDP7D6W,4.0,SUBHASISH DAS,"It's really amazing 4G mobile, 13m Front Cemara, but not so good cemara quality, Otherwise everything is good."
on 3 January 2017,/gp/customer-reviews/R3JQ9WNVCK9UFI?ASIN=B01DDP7D6W,1.0,Satish Upadhya,Battery is not good draining fast and switch off automatically when battery is seen 40- 50 %.
on 13 February 2018,/gp/customer-reviews/R1X8KY8I265ORI?ASIN=B01DDP7D6W,5.0,vaghela,very good product
on 18 August 2018,/gp/customer-reviews/R349O1NFPIODYN?ASIN=B01DDP7D6W,5.0,DEVVRAT SINGH,Excellent
on 19 August 2017,/gp/customer-reviews/RSRDEAE7HYMKL?ASIN=B01DDP7D6W,5.0,Amazon Customer,Amazing phoneNo heating issuesVery smoothLight weightAwesome cameraGood battery
on 21 June 2017,/gp/customer-reviews/R3FLUPLXY789B7?ASIN=B01DDP7D6W,5.0,VIKRAM SONI,purchased on regional able price
date,url,rating,user,opinion
on 20 October 2017,/gp/customer-reviews/RM2RKBHN2CBHN?ASIN=B01DDP7D6W,1.0,sugumar,"worst mobile on samsung on7pro. already am given to return request, but amazon seller and amazon customer care not responding to me.don't purchased samsung that model mobilles."
on 29 November 2016,/gp/customer-reviews/R3HE5QAJEH5G0D?ASIN=B01DDP7D6W,5.0,Amazon Customer,One of the best mobile in this range I got it in 9990 ... it was a good delivery.... I liked the service of amazon ... good mobile and of a reputed brand... good one ... I am satisfied.with it..
on 12 November 2017,/gp/customer-reviews/R5VLLN2PWBBAS?ASIN=B01DDP7D6W,3.0,M K Radhakrishnan,Not that good...... there is some problem with the keypad from the beginning itself and camera not that good .
on 4 August 2018,/gp/customer-reviews/R1VOLUW6C3RA3Q?ASIN=B01DDP7D6W,4.0,Kindle Customer,Everything okk butSamsung should look for battery life of it's mobile
on 9 February 2018,/gp/customer-reviews/R3MQ73TWC0KGN?ASIN=B01DDP7D6W,5.0,Patkulkar DS,Very nice product both by look and by functioning. Quite reasonable at this cost.
on 18 July 2017,/gp/customer-reviews/R3OC1LYRML35YK?ASIN=B01DDP7D6W,4.0,Vikneshwaran,This mobile is ok for me. The camera it works well. Lite heating issue is there.
on 2 July 2018,/gp/customer-reviews/R1HP4R1Z6QJIPU?ASIN=B01DDP7D6W,5.0,Amazon Customer,In Samsung galaxy  box I did not get the handset .Please let me know when I will get the handset
on 24 February 2018,/gp/customer-reviews/R54FQAOC0YJI3?ASIN=B01DDP7D6W,2.0,AbhisheK,Not that good.
on 13 July 2017,/gp/customer-reviews/R11CATGFPBJ0ZP?ASIN=B01DDP7D6W,5.0,Anony-mui,Great Service and original product
on 10 August 2018,/gp/customer-reviews/R2IFHPGHC33TIV?ASIN=B01DDP7D6W,1.0,JAYANTA C.,It's the most poor quality phone I have used. It's being hot quickly and close any time. Nobody should purchase this product of Samsung.
date,url,rating,user,opinion
on 11 August 2017,/gp/customer-reviews/R194QUTZG8P7EP?ASIN=B01DDP7D6W,5.0,Amazon Customer,"If Sound output speaker is in front face rather than rear side, I think it will be better to hear sound while watching videos.."
on 5 June 2017,/gp/customer-reviews/RP7FCNHFALROP?ASIN=B01DDP7D6W,5.0,Prem Aggarwal,Good delivery and good product
on 26 September 2018,/gp/customer-reviews/RRP1RJ00FDBWE?ASIN=B01DDP7D6W,5.0,HANIFFSHA,"Compare of j7, it is best mobile in price and features."
on 29 September 2018,/gp/customer-reviews/R3V4QFUC8FJGWJ?ASIN=B01DDP7D6W,3.0,Vivek,Good product at this price tag. Battery backup is good.
on 25 August 2018,/gp/customer-reviews/R2PHL3BGD2B020?ASIN=B01DDP7D6W,4.0,P Palanivelu,Sound can be improved
on 20 October 2017,/gp/customer-reviews/R2UKDP5A81CF2F?ASIN=B01DDP7D6W,5.0,Shrabana Kumar Mishra,Better features with lowest price..
on 31 July 2017,/gp/customer-reviews/R3QJW38AP5FCB6?ASIN=B01DDP7D6W,5.0,Amazon Customer,Beater  r  productThanks  very good  Seller
on 5 July 2018,/gp/customer-reviews/R3HH8MM94NPBG3?ASIN=B01DDP7D6W,3.0,Swapnil Khairnar ,Waste of money and time not good enoughQuality of this phoneNot as per expectation and review of people
on 11 February 2017,/gp/customer-reviews/R1XG514F8SW247?ASIN=B01DDP7D6W,5.0,Amazon Customer,good product
on 3 January 2018,/gp/customer-reviews/RT2ARB2TO0EQ8?ASIN=B01DDP7D6W,4.0,Amazon Customer,Device works well.but some wat slow in speed of device. And battery backup is good . It can be used by normal use people. Not for heavy users.
date,url,rating,user,opinion
on 13 August 2018,/gp/customer-reviews/RW1C09YKGPJZP?ASIN=B01DDP7D6W,5.0,ravi b. jotania,Good
on 20 October 2017,/gp/customer-reviews/RRVNGTQ7B43DU?ASIN=B01DDP7D6W,5.0,ARSHAD KHAN,Best and economy price of this product.I used this phone last 2 month and also booked  new phone today by amazon.
on 25 August 2018,/gp/customer-reviews/R255V4JG4W5KLY?ASIN=B01DDP7D6W,5.0,Nakul singh,Good Product
on 26 July 2018,/gp/customer-reviews/R1CBXJB7WVPBTB?ASIN=B01DDP7D6W,5.0,HemsAmazon,good product
on 14 November 2016,/gp/customer-reviews/R3SQMYU35VAAM1?ASIN=B01DDP7D6W,5.0,Mk,Excellent. I have been using this phone for 10 days now. Very good phone at 10k.Service by Amazon is alos great. I got a good value for my old phone through exchange.Keep it up.
on 24 May 2017,/gp/customer-reviews/R3K50J2AJCKF4T?ASIN=B01DDP7D6W,5.0,NITYANANDA KABI,Best phone in low budget
on 14 June 2017,/gp/customer-reviews/R32KX655LKAFXZ?ASIN=B01DDP7D6W,4.0,Tania,"no complaints, looks decent for the price"
on 26 September 2017,/gp/customer-reviews/RBMD1EZ3PG4IK?ASIN=B01DDP7D6W,4.0,Raunak,It's working very good. I am using it for 2 days.Nice interfaceGood battery lifeNice heating issues
on 19 August 2017,/gp/customer-reviews/R2UR3BNR6G63DN?ASIN=B01DDP7D6W,4.0,Mahendra,Awesome mobile: I am searching for a branded mobile within 7k .I just found it on Amazon.superb mobile.battery is also good.
on 22 October 2017,/gp/customer-reviews/R326APQGB10PMZ?ASIN=B01DDP7D6W,4.0,SUDESH GUPTA,Prompt delivery by Amazon ordered on 16th delivered on Diwali 19th.Nice phone in  Rs. 7600 range.good touch.....
date,url,rating,user,opinion
on 4 October 2017,/gp/customer-reviews/R3SC10LPEM6ZJB?ASIN=B01DDP7D6W,4.0,DAYARAM VERMA,Nice product .But camera (both rear&front) not up to the mark.picture quality is very bad.
on 26 April 2018,/gp/customer-reviews/RYPNUO8U052Y2?ASIN=B01DDP7D6W,3.0,Amazon Customer,i received in good condition but music sooo low we cant hear youtube songs and all very low volume ..except volume problem everything is good
on 13 March 2018,/gp/customer-reviews/R2ITMXUPLRSUFN?ASIN=B01DDP7D6W,3.0,bhumi,The camera quality and features are quite good but has display issue. It starts flickering sometimes while it's on minimum brightness. Also gets heated on over using.
on 22 May 2017,/gp/customer-reviews/R1ITSPGVK5XSV0?ASIN=B01DDP7D6W,4.0,Ankit,Good performance. Camera good in daylight.Zooming capacity poor.Good display
on 16 May 2018,/gp/customer-reviews/R34432D3V2V8UA?ASIN=B01DDP7D6W,3.0,T. B.,MOBILE HANGING CONDITION
on 15 December 2017,/gp/customer-reviews/R13IJXNHQD6B2K?ASIN=B01DDP7D6W,5.0,SUMAN KUMAR MUKHERJEE,Phone quality was good. Camera and speed also good. But sounds quality needed little improve.
on 26 September 2017,/gp/customer-reviews/RUEUCKQTB4P4I?ASIN=B01DDP7D6W,5.0,Suraj Kushwaha,"All are very good. Good camera ,voce and battery backup all features nice. Thank you amazon"
on 27 August 2018,/gp/customer-reviews/R1MDC86RMVXQ?ASIN=B01DDP7D6W,5.0,Anand Naidu,Price is attractive when compared with other websites
on 4 December 2017,/gp/customer-reviews/R265BL8258Y9YW?ASIN=B01DDP7D6W,1.0,Iffath,Battery problem Amazon products are very bad everytime phone is eating in one month phone got that dead
on 25 June 2018,/gp/customer-reviews/R16H8Q4FWFYW4C?ASIN=B01DDP7D6W,3.0,Husen ,good
date,url,rating,user,opinion
on 17 August 2017,/gp/customer-reviews/R34FFK47HOHM4T?ASIN=B01DDP7D6W,4.0,Biswarup Adhya,performance ok.  but display quality not good only you get a big display
on 15 May 2018,/gp/customer-reviews/R2UWMVQH6XATQB?ASIN=B01DDP7D6W,5.0,Komal,Amazon i love you this the very best online appI purchased Samsung pro 7 for my hubby gift in my aniversary. Good seller & 100% original product
on 4 January 2018,/gp/customer-reviews/R129ZX7MDQILUG?ASIN=B01DDP7D6W,4.0,naveen,Camera is better than others phone of this price range.Some battery issue but overall good phone.
on 10 October 2017,/gp/customer-reviews/RRWL1I89YCFG4?ASIN=B01DDP7D6W,3.0,ashish meena,thanks amazonevery cheap deliverynice product on 7 pro camera quality good battery avg processing avg
on 23 June 2017,/gp/customer-reviews/R2DP01ZP4E52LI?ASIN=B01DDP7D6W,4.0,Amazon Customer,Good phone at this budget but Sound quality is poor
on 7 September 2017,/gp/customer-reviews/R2P9FXGGICTONQ?ASIN=B01DDP7D6W,4.0,kamal rai,very good product
on 30 November 2017,/gp/customer-reviews/RR9IO3W883W2I?ASIN=B01DDP7D6W,1.0,vivek Goswami,Not meeting my requirement..Phone is bit slow and Samsung continued its legacy with phone hanging problem.I would suggest all buyers not to purchase any Samsung product.
on 11 February 2017,/gp/customer-reviews/R30QN2C3Q9K06K?ASIN=B01DDP7D6W,5.0,Ranita,Value for money.
on 29 October 2017,/gp/customer-reviews/R3QW7665EQS4L?ASIN=B01DDP7D6W,1.0,Sarwesh,Faulty piece delivered to me... some technical problems are there... wifi is not working... also they are not replacing my device... I have tried 5 to 6 times by calling customer care...
on 28 October 2017,/gp/customer-reviews/R182BMQ9B4QMLE?ASIN=B01DDP7D6W,4.0,Debayan Paul,good
date,url,rating,user,opinion
on 7 October 2017,/gp/customer-reviews/R1HW4O3OTSYYEQ?ASIN=B01DDP7D6W,4.0,Asik Ahmad Mondal,"Great phone at this price.But it goes slow after some days.Maybe due to 24x7 4G connection or COC, CR"
on 25 September 2018,/gp/customer-reviews/RO132JYLNQKK9?ASIN=B01DDP7D6W,5.0,Doctor Zareef,Very good phone
on 29 January 2018,/gp/customer-reviews/R1H2GDPWZEKGWL?ASIN=B01DDP7D6W,5.0,Amazon Customer,Good.
on 18 January 2017,/gp/customer-reviews/RJQSDZXVB2KP?ASIN=B01DDP7D6W,5.0,RADHAKRISHNAN K,Write Review after 20 Day of UsageBattery OkCamera AveragePerformance Fine
on 14 July 2018,/gp/customer-reviews/R2V4US5W7B845E?ASIN=B01DDP7D6W,5.0,ankit chaurasiya,Very beautiful product and amazing product very good quality and work
on 24 September 2017,/gp/customer-reviews/R24XDAG2TNE50A?ASIN=B01DDP7D6W,5.0,nirav makwana,Good product with good  delivery facility given by amazon. I recommend this mobile with awsome mobile fitures .....
on 24 June 2018,/gp/customer-reviews/R36MC97DJP5ZWX?ASIN=B01DDP7D6W,5.0,Abhiram,A very good phone from Samsung in this price range...I always prefer Samsung devices when compared to Xiaomi and other Chinese brands
on 26 June 2017,/gp/customer-reviews/R2P1YK82C41U6C?ASIN=B01DDP7D6W,4.0,Amazon Customer,That's nice product on Samsung GalaxyEverything is good but jio network is little slowBut good
on 12 July 2017,/gp/customer-reviews/R1F4ERT1V018JK?ASIN=B01DDP7D6W,2.0,Soumya,Internet slowly working and 15% of purchase amount are not refunded against Purchased from HDFC account
on 27 April 2018,/gp/customer-reviews/R2Q7CPUJ8AEX0B?ASIN=B01DDP7D6W,3.0,Sovit,All perfect but it's not so good for selfie
date,url,rating,user,opinion
on 23 August 2017,/gp/customer-reviews/R3880V6GCXBTJA?ASIN=B01DDP7D6W,5.0,virüs,"Budget phone, 4G voLte Compaitable phone. I bet you will not find this product cheaper in any other store."
on 27 October 2017,/gp/customer-reviews/ROIUYG4JNF4KX?ASIN=B01DDP7D6W,5.0,Amazon Customer,Worth for money.Nice one
on 25 July 2017,/gp/customer-reviews/RXTCW80GMZQR9?ASIN=B01DDP7D6W,1.0,Ravi Prajapati,"Defective product found , and no any support by amazon for replacement"
on 8 February 2017,/gp/customer-reviews/R107PC02PSSYZ0?ASIN=B01DDP7D6W,2.0,Amazon Customer,Not Sooo goodNot badmain problem is battery backupsand camera quality is not good
on 4 November 2017,/gp/customer-reviews/R1OD5X9B5GLK17?ASIN=B01DDP7D6W,1.0,Amazon Customer,I had bought this item but unfortunately within 15 days the Travel Adapter has been malfunctioning. I wrote to samsung customer care and they had advised me to customer service centre.
on 11 June 2017,/gp/customer-reviews/R3L1DV2V9G9H65?ASIN=B01DDP7D6W,5.0,Amazon Customer,Not Bad
on 21 August 2017,/gp/customer-reviews/R3PLG2VAWT1BDA?ASIN=B01DDP7D6W,1.0,Shahid Quraishi,Worst product ever.I got dead mobile not working.Worst things is 3 days passed no one come to pick up Mobile.
on 10 June 2018,/gp/customer-reviews/RGVMYCGGOSFAV?ASIN=B01DDP7D6W,4.0,Amazon Customer,Best value for money phone
on 27 December 2016,/gp/customer-reviews/R1WBBN21QLUWCU?ASIN=B01DDP7D6W,3.0,Thomas RST,mobile is good for this price.. but heat probs and touchscreen complaint..automatically working without touching on screen..
on 19 May 2017,/gp/customer-reviews/R3KKKI6L0F77VE?ASIN=B01DDP7D6W,5.0,rishabh patel,Good product in 10000 range
date,url,rating,user,opinion
on 25 September 2017,/gp/customer-reviews/R2EWPRSZORAPX5?ASIN=B01DDP7D6W,5.0,Amazon Customer,Nice phone working fine and fast delivery by Amazon. Only Amazon is providing this phone.
on 20 October 2017,/gp/customer-reviews/RDPNFEQ8H89RN?ASIN=B01DDP7D6W,1.0,M naga satish kumar,Mobile is getting over heated even for short term usage .... even while in charging its getting heated ..... fully disappointed .... bought on 19/10/2017 .... dint expect dis from Amazon
on 27 July 2018,/gp/customer-reviews/R1C2EUCY2I3ULF?ASIN=B01DDP7D6W,5.0,Ashish,samsung is best
on 30 January 2017,/gp/customer-reviews/R3T4IPAQNVPUAL?ASIN=B01DDP7D6W,5.0,SHASHI KANT SINGH,lowest price and fast shipping with best quality products.
on 6 October 2016,/gp/customer-reviews/R15IRYF25O6LMJ?ASIN=B01DDP7D6W,5.0,kishankumarPCR,Bought it for my mom. She loves it . So far awesome after 12 months of use
on 6 July 2018,/gp/customer-reviews/R3UQMZST7GWFJJ?ASIN=B01DDP7D6W,5.0,thambu,Works like a pro.
on 3 April 2017,/gp/customer-reviews/RSIAVF6YJBS81?ASIN=B01DDP7D6W,5.0,SRIRAM,Nice one
on 28 February 2018,/gp/customer-reviews/R1QRUKKR4QLRV9?ASIN=B01DDP7D6W,5.0,Raj patel,Its good product but company did not give earphone so memtion earphone requriement next time
on 19 June 2018,/gp/customer-reviews/R27T3UOLY3A66O?ASIN=B01DDP7D6W,3.0,Jagadish T Naik,the mobile is gud..gud camera..but has a heating problem and also doesnt even comes with an earphone ...also has an hanging problem...overall okay..
on 4 August 2018,/gp/customer-reviews/R3FG4TZUC1HWKX?ASIN=B01DDP7D6W,5.0,Rakesh kumar,"I bought it yesterday,charger is local very slow to charge, play store is notworking after 4 days and changing some setting all is going well"
date,url,rating,user,opinion
on 6 February 2018,/gp/customer-reviews/R19DNORPCVDOGS?ASIN=B01DDP7D6W,3.0,Amazon Customer,"Systam slow processes,and recieved calls 15sec after alerting, finally cell is not bad not good"
on 2 March 2018,/gp/customer-reviews/R12SKE5VK5WPDO?ASIN=B01DDP7D6W,5.0,Snehal S.,Nice
on 15 May 2018,/gp/customer-reviews/RUHVBZMCKBU29?ASIN=B01DDP7D6W,3.0,sangeetha,There is no headphone for on7 purchased  under offer 6990 feel so bad😣
on 30 June 2018,/gp/customer-reviews/R1MYU3LAE5X2C7?ASIN=B01DDP7D6W,1.0,Umesh Kumar,Slow processorReceive phone without headphone in box.Hangging problemDo not purchase this phone Do not purchase this phone
on 18 August 2018,/gp/customer-reviews/R13BIJ8LC4QVF2?ASIN=B01DDP7D6W,1.0,Jai Parkash Kaushik,"Battery backup is very poor, always need to connect with charger and to charge it takes 5 to 6 hrs. I will suggest everybody to avoid this."
on 12 August 2018,/gp/customer-reviews/RUOQ38BAG0SEC?ASIN=B01DDP7D6W,3.0,Amazon Customer,u better buy another phone by just adding 1k money ..coz this phone comes without earphones... I'm also returning the phone...NOT satisfied
on 11 September 2018,/gp/customer-reviews/R1JVXKDLG9MH76?ASIN=B01DDP7D6W,5.0,ABDUL ROUF S,Nice productScreen size lot of. Big. In this price range
on 8 July 2017,/gp/customer-reviews/R2FUOCGWY0HSOC?ASIN=B01DDP7D6W,1.0,Amazon Customer,It is very bad Mobil phone and amazon service this phone toch screen is very poor phone is not working properly
on 11 April 2018,/gp/customer-reviews/R1AVIVX6I3CZJ8?ASIN=B01DDP7D6W,5.0,Amazon Customer,I brought  this phone at 6990.for this price this is a very good  phone.phone performance is good till now.
on 27 February 2018,/gp/customer-reviews/R2ZMONUQP51EVX?ASIN=B01DDP7D6W,4.0,kumar,good
date,url,rating,user,opinion
